run_id,iterations,data,l2_distance,F1_full,F1_per,MIOU_full,MIOU_per,MOF_full,MOF_per
0,50,100_nopick,3.605551275463989,0.6599999949780002,0.6599999949780002,0.3,0.3,0.5,0.5
1,50,1000_nopick,3.837472421428986,0.3149999949973751,0.45999999498466676,0.1994047619047619,0.23611111111111116,0.375,0.5
